18S NCBI Taxonkit Results - Families
Generated: 2025-10-13 00:07:36
Total taxa processed: 66
Taxa with taxids: 66
Taxa with lineages: 66
================================================================================

Taxon_Name	TaxID	Lineage
Harpellales	61421	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales
Saprolegniales	4763	cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales
Neocallimastigaceae	29007	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae
Schizosaccharomycetes	147554	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes
Theileriidae	27994	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae
Blastocladiomycetes	451460	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Blastocladiomycota;Blastocladiomycetes
Coccomyxaceae	35472	cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Trebouxiophyceae incertae sedis;Coccomyxaceae
Sarcocystidae	5809	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Sarcocystidae
Oxytrichidae	57506	cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Oxytrichidae
Selenastraceae	35466	cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae
Hexamitidae	5739	cellular organisms;Eukaryota;Metamonada;Fornicata;Diplomonadida;Hexamitidae
Spizellomycetaceae	34479	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae
Merostomata	6844	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Merostomata
Pelagomonadaceae	3235057	cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae
Dacrymycetes	452332	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Dacrymycetes
Cafeteriaceae	238884	cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Bicosoecida;Cafeteriaceae
Chloropicaceae	2302913	cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae
Ochromonadaceae	88165	cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Synurophyceae;Ochromonadales;Ochromonadaceae
Mastigamoebidae	174815	cellular organisms;Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Mastigamoebidae
Euglenaceae	1131320	cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Euglenophyceae;Euglenales;Euglenaceae
Neovahlkampfiidae	2602010	cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Neovahlkampfiidae
Gregarinidae	35088	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Eugregarinorida;Gregarinidae
Labyrinthulaceae	35132	cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae
Vannellidae	95227	cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Vannellidae
Paramoebidae	200887	cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Paramoebidae
Rhabdomonadales	86649	cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Aphagea;Rhabdomonadales
Paulinellidae	39715	cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Paulinellidae
Phaeodactylaceae	38749	cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Naviculales;Phaeodactylaceae
Aphelidiaceae	2689233	cellular organisms;Eukaryota;Opisthokonta;Aphelida;Aphelidea;Aphelidiaceae
Bodonidae	5708	cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Eubodonida;Bodonidae
Balamuthiidae	555408	cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae
