Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Pseudovorticella,310678,6,76,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida;Vorticellidae;Pseudovorticella,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;genus,131567;2759;2698737;33630;5878;431838;6020;6021;1974272;85904;310678
Sandona,1239209,6,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Sandonidae;Sandona,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;136419;1238681;2586441;1239209
Strigomonas,1003010,6,30,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Strigomonadinae;Strigomonas,cellular root;domain;clade;phylum;class;subclass;order;family;subfamily;genus,131567;2759;2611352;33682;5653;2704647;2704949;5654;1581334;1003010
Zoopagomycota_XX.U.genus,1913638,6,25,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Zoopagomycota_XX.U.genus,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;1913638;1913638
epibiont,NA,6,29,Opisthokonta;epibiont,division;family,NA;NA
Actinosphaerium,238766,5,14,cellular organisms;Eukaryota;Sar;Stramenopiles;Actinophryidae;Actinosphaerium,cellular root;domain;clade;clade;class;genus,131567;2759;2698737;33634;238765;238766
Aculops,644139,5,7,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodina;Eriophyoidea;Eriophyidae;Phyllocoptinae;Anthocoptini;Aculops,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;subphylum;class;subclass;superorder;order;suborder;clade;superfamily;family;subfamily;tribe;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6946;83136;6947;83139;70332;70320;426501;426515;644139
Botryococcus,38880,5,8,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Trebouxiophyceae incertae sedis;Elliptochloris clade;Botryococcus,cellular root;domain;kingdom;phylum;clade;class;no rank;clade;genus,131567;2759;33090;3041;2692248;75966;75981;2511161;38880
Centropages,136182,5,13,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Gymnoplea;Calanoida;Centropagidae;Centropages,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;superclass;class;subclass;infraclass;superorder;order;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116570;6833;136181;136182
Choanocystis,299888,5,6,cellular organisms;Eukaryota;Haptista;Centroplasthelida;Pterocystida;Raphidista;Choanocystis,cellular root;domain;clade;class;order;clade;genus,131567;2759;2608109;193537;2607628;2605920;299888
Cryomonadida.U.genus,589444,5,7,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Cryomonadida.U.genus,cellular root;domain;clade;clade;phylum;class;order;original_name,131567;2759;2698737;543769;136419;1004930;589444;589444
Cryptococcus,79213,5,5,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Eriococcidae;Cryptococcus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;order;suborder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33342;7524;33373;33381;240288;79213
Guepiniopsis,143596,5,5,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Guepiniopsis,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;5204;5302;452332;28997;5254;143596
Homo,9605,5,15,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hominidae;Homininae;Homo,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;class;clade;clade;clade;superorder;order;suborder;infraorder;parvorder;superfamily;family;subfamily;genus,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605
Hyplorynchus,NA,5,10,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria;Haptorida;Hyplorynchus,order;genus,131567;2759;2698737;33630;5878;431838;5988;197905;5989;NA
Metridia,114066,5,70,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Gymnoplea;Calanoida;Metridinidae;Metridia,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;superclass;class;subclass;infraclass;superorder;order;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116570;6833;122094;114066
Neogregarinorida.U.genus,238088,5,9,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Neogregarinorida;Neogregarinorida.U.genus,cellular root;domain;clade;clade;phylum;class;subclass;order;original_name,131567;2759;2698737;33630;5794;1280412;35086;238088;238088
Novel-Clade-4_X,NA,5,6,Rhizaria;Novel-Clade-4_X,division;family,NA;NA
Penthaleus,296206,5,143,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodina;Eupodoidea;Penthaleidae;Penthaleus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;subphylum;class;subclass;superorder;order;suborder;clade;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6946;83136;6947;83139;94819;296205;296206
Philaenus,30087,5,7,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Cicadomorpha;Cercopoidea;Aphrophoridae;Philaenus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;order;suborder;infraorder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33342;7524;1955247;33365;33366;36666;30087
Polychytrium,110092,5,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Polychytriales;Polychytriales incertae sedis;Polychytrium,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;no rank;genus,131567;2759;33154;4751;112252;4761;2683659;451435;1134056;2020371;110092
Ripidomyxa,266049,5,6,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Leptomyxida;Flabellulidae;Ripidomyxa,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;554915;555369;2681632;66524;136457;266049
Saprolegnia,4769,5,126,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales;Saprolegniaceae;Saprolegnia,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;33634;4762;4763;4764;4769
Stramenopiles_XXXXX,33634,5,8,cellular organisms;Eukaryota;Sar;Stramenopiles;Stramenopiles_XXXXX,cellular root;domain;clade;clade;original_name,131567;2759;2698737;33634;33634
Xenopus,262014,5,9,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Pipoidea;Pipidae;Xenopodinae;Xenopus;Xenopus,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;class;superorder;order;superfamily;family;subfamily;genus;subgenus,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;8292;41666;8342;30319;8352;8360;8353;262014
Acartia,121148,4,7,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Gymnoplea;Calanoida;Acartiidae;Acartia,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;superclass;class;subclass;infraclass;superorder;order;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116570;6833;121147;121148
Anolis,28376,4,42,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Iguania;Dactyloidae;Anolis,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;clade;clade;class;order;clade;clade;clade;clade;suborder;family;genus,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;8457;32561;8504;8509;1329961;1329950;1329912;1329911;8511;2024747;28376
Anomalocera,310561,4,55,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Gymnoplea;Calanoida;Pontellidae;Anomalocera,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;superclass;class;subclass;infraclass;superorder;order;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116570;6833;163235;310561
Bosmina,27402,4,43,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda;Phyllopoda;Diplostraca;Cladocera;Anomopoda;Bosminidae;Bosmina,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;subclass;order;suborder;infraorder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6658;116557;84337;6665;116561;27401;27402
CCW10-lineage_X,NA,4,6,Rhizaria;CCW10-lineage_X,division;family,NA;NA
Cyclops,263416,4,5,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Cyclopoida;Cyclopidae;Cyclops,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;superclass;class;subclass;infraclass;superorder;order;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116571;84308;84315;263416
Diaphanosoma,117531,4,5,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda;Phyllopoda;Diplostraca;Cladocera;Ctenopoda;Sididae;Diaphanosoma,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;subclass;order;suborder;infraorder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6658;116557;84337;6665;116560;77654;117531
Ditylenchus,166009,4,4,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Sphaerularioidea;Anguinidae;Anguininae;Ditylenchus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;subfamily;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;33283;312687;114907;114894;166009
Endomyxa-Ascetosporea_XXX,1871466,4,8,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Ascetosporea;Endomyxa-Ascetosporea_XXX,cellular root;domain;clade;clade;phylum;class;original_name,131567;2759;2698737;543769;2604748;1871466;1871466
Limnofilidae_X,1938435,4,6,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Limnofilidae;Limnofilidae_X,cellular root;domain;clade;clade;phylum;family;original_name,131567;2759;2698737;543769;136419;1938435;1938435
Mataza-lineage_X,1004929,4,5,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Thecofilosea incertae sedis;Mataza;Mataza-lineage_X,cellular root;domain;clade;clade;phylum;class;no rank;genus;original_name,131567;2759;2698737;543769;136419;1004930;2927581;1004929;1004929
OLIGO5_XX,NA,4,4,Alveolata;OLIGO5_XX,division;family,NA;NA
Paracercomonas,372085,4,4,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercomonadida;Cercomonadidae;Paracercomonas,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;136419;188941;45108;372085
Paradinida_XX,NA,4,5,cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Ascetosporea;Paradiniida;Paradinida_XX,order;genus,131567;2759;2698737;543769;2604748;1871466;2686029;NA
Parhypochthonius,229752,4,6,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Parhyposomata;Parhypochthonioidea;Parhypochthoniidae;Parhypochthonius,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;subphylum;class;subclass;superorder;order;suborder;infraorder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6946;83137;66551;229888;83160;229751;229752
Peronosporales.U.genus,4776,4,45,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Peronosporales.U.genus,cellular root;domain;clade;clade;phylum;order;original_name,131567;2759;2698737;33634;4762;4776;4776
Plasmodium4,418103,4,6,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Plasmodium);Plasmodium4,cellular root;domain;clade;clade;phylum;class;order;family;genus;subgenus;original_name,131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418103;418103
Protaspa,1938521,4,4,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Protaspa,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2603934;1938521
Rhynchomonas,127149,4,14,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Rhynchomonas,cellular root;domain;clade;phylum;class;subclass;order;family;genus,131567;2759;2611352;33682;5653;2704647;2704648;2728145;127149
Streptophyta_XXXXX,35493,4,23,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophyta_XXXXX,cellular root;domain;kingdom;phylum;original_name,131567;2759;33090;35493;35493
Venturia,92443,4,4,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Ichneumonoidea;Ichneumonidae;Campopleginae;Dusona group;Venturia,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;order;suborder;superfamily;family;subfamily;no rank;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7401;7408;65149;273877;92443
Acanthopodida.U.genus,NA,3,3,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Acantharea;Acanthopodida.U.genus,class;genus,131567;2759;2698737;543769;2662056;65574;NA
Adelina,203141,3,3,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Adeleorina;Adeleidae;Adelina,cellular root;domain;clade;clade;phylum;suborder;family;genus,131567;2759;2698737;33630;5794;75740;203140;203141
Allantion,188942,3,4,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Allapsidae;Allantion,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;136419;1238681;2607627;188942
Babesia6,5864,3,68,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;Babesia;Babesia6,cellular root;domain;clade;clade;phylum;class;order;family;genus;original_name,131567;2759;2698737;33630;5794;422676;5863;32594;5864;5864
Batrachochytrium,100474,3,45,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiales incertae sedis;Batrachochytrium,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;no rank;genus,131567;2759;33154;4751;112252;4761;2683659;451435;451442;1142503;100474
Blastocladiomycetes.U.genus,451460,3,4,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Blastocladiomycota;Blastocladiomycetes;Blastocladiomycetes.U.genus,cellular root;domain;clade;kingdom;no rank;phylum;class;original_name,131567;2759;33154;4751;112252;451459;451460;451460
Ceratium,2915,3,65,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium,cellular root;domain;clade;clade;class;order;family;genus,131567;2759;2698737;33630;2864;40984;39451;2915
Chytridiomycota_XXX,4761,3,3,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota_XXX,cellular root;domain;clade;kingdom;no rank;phylum;original_name,131567;2759;33154;4751;112252;4761;4761
Cryptosporidium13,5806,3,4,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Cryptosporidiidae;Cryptosporidium;Cryptosporidium13,cellular root;domain;clade;clade;phylum;class;subclass;order;suborder;family;genus;original_name,131567;2759;2698737;33630;5794;1280412;5796;75739;423054;35082;5806;5806
Cryptosporidium15,5806,3,3,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Cryptosporidiidae;Cryptosporidium;Cryptosporidium15,cellular root;domain;clade;clade;phylum;class;subclass;order;suborder;family;genus;original_name,131567;2759;2698737;33630;5794;1280412;5796;75739;423054;35082;5806;5806
Culiseta,174825,3,6,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Culicinae;Culisetini;Culiseta,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;order;suborder;infraorder;superfamily;family;subfamily;tribe;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41827;7157;43817;308729;174825
Filosa-Thecofilosea_XXX,1004930,3,4,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Filosa-Thecofilosea_XXX,cellular root;domain;clade;clade;phylum;class;original_name,131567;2759;2698737;543769;136419;1004930;1004930
Hartmannulidae_X,247151,3,6,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Phyllopharyngia;Dysteriida;Hartmannulidae;Hartmannulidae_X,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;original_name,131567;2759;2698737;33630;5878;431838;37471;238896;238898;247151;247151
Lecidea,88631,3,9,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecideales;Lecideaceae;Lecidea,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;clade;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;1500419;40595;88631
Leidyana1,196592,3,29,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Eugregarinorida;Leidyanidae;Leidyana;Leidyana1,cellular root;domain;clade;clade;phylum;class;subclass;order;family;genus;original_name,131567;2759;2698737;33630;5794;1280412;35086;35087;196591;196592;196592
Lipomyces,29828,3,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Lipomycetes;Lipomycetales;Lipomycetaceae;Lipomyces,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147537;3243770;3243773;29827;29828
Loimia,153626,3,6,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Terebellida;Terebelliformia;Terebellidae;Loimia,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;infraclass;order;suborder;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6340;6341;105389;105391;6373;2784887;32261;153626
MAST-3E,NA,3,7,cellular organisms;Eukaryota;Sar;Stramenopiles;MAST-3E,clade;genus,131567;2759;2698737;33634;NA
NC12B-lineage_X,NA,3,11,Rhizaria;NC12B-lineage_X,division;family,NA;NA
Neocallimastix,4756,3,4,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family;genus,131567;2759;33154;4751;112252;4761;2683659;451455;29006;29007;4756
Neofabraea,143937,3,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Dermateaceae;Neofabraea,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548;5178;76657;143937
Phytomonas,5706,3,7,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Phytomonas,cellular root;domain;clade;phylum;class;subclass;order;family;genus,131567;2759;2611352;33682;5653;2704647;2704949;5654;5706
Protacanthamoeba,325061,3,3,cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Acanthamoebidae;Protacanthamoeba,cellular root;domain;clade;phylum;order;clade;family;genus,131567;2759;554915;555280;1485168;555407;33677;325061
Spermatozopsis,3191,3,12,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Dunaliellaceae;Spermatozopsis,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus,131567;2759;33090;3041;2692248;3166;2812636;3042;3043;3191
Tectonidula,1629392,3,5,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Barbatosphaeriales;Barbatosphaeriaceae;Barbatosphaeria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;3402569;2305785;1629392
Thamnocephalis,78914,3,4,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Sigmoideomycetaceae;Thamnocephalis,cellular root;domain;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;112252;1913638;451827;2233521;78899;78905;78914
Alaimus,211208,2,2,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Enoplia;Enoplida;Alaimina;Alaimidae;Alaimus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;subclass;order;suborder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119088;33218;57287;2044731;211207;211208
Alphamonadea_ALPH1,NA,2,10,cellular organisms;Eukaryota;Sar;Alveolata;Colpodellida;Alphamonaceae;Alphamonas;Alphamonadea_ALPH1,genus;genus,131567;2759;2698737;33630;877183;2605703;2605705;NA
Cercomonadidae.U.genus,45108,2,3,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Cercomonadida;Cercomonadidae;Cercomonadidae.U.genus,cellular root;domain;clade;clade;phylum;order;family;original_name,131567;2759;2698737;543769;136419;188941;45108;45108
Coniophora,80635,2,3,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Boletales;Coniophorineae;Coniophoraceae;Coniophora,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;5204;5302;155619;452333;68889;227334;80634;80635
Corallicolla,NA,2,2,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Syndiniales;Corallicolla,order;genus,131567;2759;2698737;33630;2864;88547;NA
