Name_to_use,taxid,otu_count,size_count,lineage,lineage_ranks,lineage_taxids
Plasmodium2,5820,10,35,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;33630;5794;422676;5819;1639119;5820
Plasmodium4,5820,4,6,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;33630;5794;422676;5819;1639119;5820
Platyhelminthes.U.genus,6157,851,2920,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157
Plectonchus,114872,9,71,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Panagrolaimoidea;Panagrolaimidae;Plectonchus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;2082223;55746;114848;114872
Podospora,5144,6,12,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Podosporaceae;Podospora,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;5139;2609812;5144
Polychaos,2663723,14,43,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Euamoebida;Hartmannellidae;Polychaos,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;554915;555369;2681632;180229;5776;2663723
Polychytrium,452284,5,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum,131567;2759;33154;4751;451864;5204;452284
Polycystinea.U.genus,65582,391,4253,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea,cellular root;domain;clade;clade;clade;class,131567;2759;2698737;543769;2662056;65582
Populus,3689,16,126,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Salicaceae;Saliceae;Populus,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;tribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3646;3688;238069;3689
Pristionchus,54125,70,366,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Diplogasteromorpha;Diplogasteroidea;Neodiplogasteridae;Pristionchus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;2301116;50827;2301094;54124;54125
Prodesmodora,293849,8,10,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Desmodorida;Desmodorina;Microlaimoidea;Microlaimidae;Prodesmodora,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;73930;2301102;2301104;293848;293849
Protacanthamoeba,325061,3,3,cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Acanthamoebidae;Protacanthamoeba,cellular root;domain;clade;phylum;order;clade;family;genus,131567;2759;554915;555280;1485168;555407;33677;325061
Protaspa,1938521,4,4,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Protaspa,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2603934;1938521
Protaspa-lineage_X,4958,44,88,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Debaryomyces,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147537;3239874;2916678;766764;4958
Pseudovorticella,310678,6,76,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida;Vorticellidae;Pseudovorticella,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;genus,131567;2759;2698737;33630;5878;431838;6020;6021;1974272;85904;310678
Psora,111720,10,24,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Psoraceae;Psora,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;clade;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;258890;111720
Pterocystida_XXX,2607628,10,24,cellular organisms;Eukaryota;Haptista;Centroplasthelida;Pterocystida,cellular root;domain;clade;class;order,131567;2759;2608109;193537;2607628
Ptolemeba,1525728,29,78,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Euamoebida;Hartmannellidae;Ptolemeba,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;554915;555369;2681632;180229;5776;1525728
Pycnora,318745,46,237,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Candelariomycetes;Candelariales;Pycnoraceae;Pycnora,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;2576467;452225;1453781;318745
Pythium,4797,302,870,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Pythiales;Pythiaceae;Pythium,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;33634;4762;121069;4782;4797
Radiolaria.U.genus,121148,272,1717,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Gymnoplea;Calanoida;Acartiidae;Acartia,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;superclass;class;subclass;infraclass;superorder;order;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116570;6833;121147;121148
Raphidocelis,307506,2,2,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Selenastraceae;Raphidocelis,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus,131567;2759;33090;3041;2692248;3166;2812636;35491;35466;307506
Rattus,10114,58,114,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae;Murinae;Rattus,cellular root;domain;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;class;clade;clade;clade;superorder;clade;order;suborder;clade;family;subfamily;genus,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;1963758;337687;10066;39107;10114
Rehmannia,99299,160,265,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Orobanchaceae;Orobanchaceae incertae sedis;Rehmannia,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;no rank;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91888;4143;91896;216775;99299
Reophax,212491,10,34,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Lituolida;Reophacidae;Reophax,cellular root;domain;clade;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;2662056;29178;998816;1482317;212491
Rhizaria.U.genus,543769,2,3,cellular organisms;Eukaryota;Sar;Rhizaria,cellular root;domain;clade;clade,131567;2759;2698737;543769
Rhizoclosmatium,109967,12,82,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Rhizoclosmatium,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family;genus,131567;2759;33154;4751;112252;4761;2683659;451435;4810;1352827;109967
Rhizophagus,295919,236,4813,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cucujoidea;Monotomidae;Rhizophaginae;Rhizophagus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;clade;subclass;infraclass;cohort;order;suborder;infraorder;superfamily;family;subfamily;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;71526;196978;295918;295919
Rhizophydiales.U.genus,451442,29,107,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order,131567;2759;33154;4751;112252;4761;2683659;451435;451442
Rhizophydiales_XX,451442,157,593,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order,131567;2759;33154;4751;112252;4761;2683659;451435;451442
Rhizopus,1938521,67,969,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Protaspa,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2603934;1938521
Rhogostoma-lineage_X,981201,134,853,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Rhogostoma,cellular root;domain;clade;clade;phylum;class;order;family;genus,131567;2759;2698737;543769;136419;1004930;589444;2004844;981201
Rhynchomonas,127149,4,14,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonadidae;Rhynchomonas,cellular root;domain;clade;phylum;class;subclass;order;family;genus,131567;2759;2611352;33682;5653;2704647;2704648;2728145;127149
Ricinus,3987,13,15,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;subfamily;tribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3646;3977;235629;235880;3987
Rigifila,1237874,13,17,cellular organisms;Eukaryota;CRuMs;Rigifilida;Rigifila,cellular root;domain;clade;order;genus,131567;2759;2608240;1237875;1237874
Rigifilida_XXXX.U.genus,1237875,54,201,cellular organisms;Eukaryota;CRuMs;Rigifilida,cellular root;domain;clade;order,131567;2759;2608240;1237875
Ripidomyxa,291363,5,6,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Cordycipitaceae;Lecanicillium,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;474943;291363
Rotifera_XX.U.genus,10190,113,1652,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum,131567;2759;33154;33208;6072;33213;33317;2697495;2697496;10190
Rozellomycota_XXX,29202,268,757,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae,cellular root;domain;clade;clade;clade;phylum;class;subclass;order;family,131567;2759;2698737;33634;2696291;2836;33836;33846;33847;29202
Russula,66472,71,776,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Ensiculiferaceae;Pentapharsodinium,cellular root;domain;clade;clade;class;order;family;genus,131567;2759;2698737;33630;2864;2910;3033397;66472
Sabatieria,129901,16,95,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Araeolaimida;Axonolaimoidea;Comesomatidae;Sabatieria,cellular root;domain;clade;kingdom;clade;clade;clade;clade;phylum;class;order;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;114861;320100;129877;129901
Saccamoeba,136463,279,1566,cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Euamoebida;Hartmannellidae;Saccamoeba,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;554915;555369;2681632;180229;5776;136463
Saccharomyces,4930,13,969,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;4890;716545;147537;4891;4892;4893;4930
Saccharomycetales.U.genus,4892,190,1145,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order,131567;2759;33154;4751;451864;4890;716545;147537;4891;4892
Saccharomycotina.U.genus,147537,259,3098,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum,131567;2759;33154;4751;451864;4890;716545;147537
Salpingoecidae_Group_C1_X,81529,148,357,cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae,cellular root;domain;clade;class;order;family,131567;2759;33154;28009;1924738;81529
Sandona,1239209,6,9,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Sandonidae;Sandona,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;543769;136419;1238681;2586441;1239209
Saprolegnia,4769,5,126,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales;Saprolegniaceae;Saprolegnia,cellular root;domain;clade;clade;phylum;order;family;genus,131567;2759;2698737;33634;4762;4763;4764;4769
Sarcocystis10,5812,76,608,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Sarcocystidae;Sarcocystis,cellular root;domain;clade;clade;phylum;class;subclass;order;suborder;family;genus,131567;2759;2698737;33630;5794;1280412;5796;75739;423054;5809;5812
Sawyeria,194529,108,544,cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Psalteriomonadidae;Sawyeria,cellular root;domain;clade;phylum;clade;clade;family;genus,131567;2759;2611352;5752;2601529;2601530;1129782;194529
Schistosoma,6181,190,955,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Schistosomatoidea;Schistosomatidae;Schistosoma,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;order;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6178;6179;6180;31244;31245;6181
Schizoplasmodiidae.U.genus,418103,78,222,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Plasmodium),cellular root;domain;clade;clade;phylum;class;order;family;genus;subgenus,131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418103
Schizoplasmodium,661159,20,36,cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Fractovitellida;Schizoplasmodiidae;Schizoplasmodium,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;554915;2605435;2605334;2605345;2681886;661159
Schizosaccharomyces,4895,2,13,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;order;family;genus,131567;2759;33154;4751;451864;4890;451866;147554;34346;4894;4895
Scrippsiella,54902,2,7,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Peridiniaceae;Scrippsiella,cellular root;domain;clade;clade;class;order;family;genus,131567;2759;2698737;33630;2864;2910;66803;54902
Scytomonadidae.U.genus,2570650,148,357,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae,cellular root;domain;clade;phylum;class;order;family,131567;2759;2611352;33682;3035;2570648;2570650
Scytomonas,1732441,66,151,cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;Scytomonas,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;2611352;33682;3035;2570648;2570650;1732441
Sessilida.U.genus,1974272,35,109,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peritrichia;Sessilida,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order,131567;2759;2698737;33630;5878;431838;6020;6021;1974272
Sey055-lineage_X,NA,50,123,,,
Simocephalus,77650,1,2,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Branchiopoda;Phyllopoda;Diplostraca;Cladocera;Anomopoda;Daphniidae;Simocephalus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;clade;clade;subphylum;class;subclass;order;suborder;infraorder;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;6658;116557;84337;6665;116561;77658;77650
Skeletonema,2842,1,1,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Skeletonemataceae;Skeletonema,cellular root;domain;clade;clade;clade;phylum;class;subclass;order;family;genus,131567;2759;2698737;33634;2696291;2836;33836;33846;33847;33848;2842
Smittium,3004211,60,247,cellular organisms;Eukaryota;Provora;Nibbleridia;Nibbleridea;Nibbleridida;Nibbleridae;Nibbleromonas,cellular root;domain;clade;phylum;class;order;family;genus,131567;2759;3004206;3004207;3004208;3004209;3004210;3004211
Sordariomycetes.U.genus,147550,469,2392,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550
Sorghum,4557,1,2,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;PACMAD clade;Panicoideae;Andropogonodae;Andropogoneae;Sorghinae;Sorghum,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;subclass;clade;order;family;clade;subfamily;no rank;tribe;subtribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;147370;147369;1648033;147429;1648028;4557
Spadicoides,29178,24,103,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera,cellular root;domain;clade;clade;clade;phylum,131567;2759;2698737;543769;2662056;29178
Spermatozopsis,3191,3,12,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Dunaliellaceae;Spermatozopsis,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus,131567;2759;33090;3041;2692248;3166;2812636;3042;3043;3191
Sphaeropleales.U.genus,35491,56,214,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales,cellular root;domain;kingdom;phylum;clade;class;clade;order,131567;2759;33090;3041;2692248;3166;2812636;35491
Sphaeropleales_XX,1004929,1,2,cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Thecofilosea incertae sedis;Mataza,cellular root;domain;clade;clade;phylum;class;no rank;genus,131567;2759;2698737;543769;136419;1004930;2927581;1004929
Sphaerozoum,2081351,2,3,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Psathyrellaceae;Drosophila,cellular root;domain;clade;kingdom;subkingdom;phylum;subphylum;class;subclass;order;suborder;family;genus,131567;2759;33154;4751;451864;5204;5302;155619;452333;5338;2982305;184208;2081351
Spinibdella,768103,31,179,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodina;Bdelloidea;Bdellidae;Spinibdella,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;subphylum;class;subclass;superorder;order;suborder;clade;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6946;83136;6947;83139;94825;94829;768103
Spizellomyces,4815,52,167,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces,cellular root;domain;clade;kingdom;no rank;phylum;no rank;class;order;family;genus,131567;2759;33154;4751;112252;4761;2683659;451435;34478;34479;4815
Spumella,89043,12,14,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Spumella,cellular root;domain;clade;clade;clade;class;order;family;genus,131567;2759;2698737;33634;2696291;2825;96792;98651;89043
Stramenopiles.U.genus,33634,1038,7804,cellular organisms;Eukaryota;Sar;Stramenopiles,cellular root;domain;clade;clade,131567;2759;2698737;33634
Stramenopiles_XXXXX,33634,5,8,cellular organisms;Eukaryota;Sar;Stramenopiles,cellular root;domain;clade;clade,131567;2759;2698737;33634
Streptophyta_XXXXX,35493,4,23,cellular organisms;Eukaryota;Viridiplantae;Streptophyta,cellular root;domain;kingdom;phylum,131567;2759;33090;35493
Strigomonas,1003010,6,30,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Strigomonadinae;Strigomonas,cellular root;domain;clade;phylum;class;subclass;order;family;subfamily;genus,131567;2759;2611352;33682;5653;2704647;2704949;5654;1581334;1003010
Stygamoebida_XXX,1485089,37,120,cellular organisms;Eukaryota;Amoebozoa;Discosea;Stygamoebida,cellular root;domain;clade;phylum;order,131567;2759;554915;555280;1485089
Stylonychia,5948,800,7715,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Oxytrichidae;Stylonychinae;Stylonychia,cellular root;domain;clade;clade;phylum;subphylum;class;subclass;order;family;subfamily;genus,131567;2759;2698737;33630;5878;431838;33829;194286;693921;57506;1001748;5948
Suctoria.U.genus,39462,36,87,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria,cellular root;domain;clade;clade;phylum;subphylum;class;subclass,131567;2759;2698737;33630;5878;431838;37471;39462
Suctoria_XX,6490,83,403,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Neogastropoda;Conoidea;Conidae;Conus,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;order;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6448;69555;6479;37797;6489;6490
Surapoda,1454509,1,2,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodina;Eriophyoidea;Eriophyidae;Nothopodinae;Nothopodini;Surapoda,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;subphylum;class;subclass;superorder;order;suborder;clade;superfamily;family;subfamily;tribe;genus,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6946;83136;6947;83139;70332;70320;426502;426513;1454509
TSAR.U.genus,360654,509,1675,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Monogononta;Pseudotrocha;Ploima;Gastropidae;Ascomorpha,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;superorder;order;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;2697496;10190;2816136;10191;1709201;84394;360653;360654
